"parcel","year","transect","data_source","reference_group"
"LAW012",2025,"6","reference","LAW90/94/95"
"LAW012",2025,"7","reference","LAW90/94/95"
"LAW012",2025,"8","reference","LAW90/94/95"
"LAW012",2025,"9","reference","LAW90/94/95"
"LAW024",2024,"1","reference","LAW90/94/95"
"LAW024",2024,"10","reference","LAW90/94/95"
"LAW024",2024,"2","reference","LAW90/94/95"
"LAW024",2024,"3b","reference","LAW90/94/95"
"LAW024",2024,"4","reference","LAW90/94/95"
"LAW024",2024,"5","reference","LAW90/94/95"
"LAW024",2024,"6c","reference","LAW90/94/95"
"LAW024",2024,"7","reference","LAW90/94/95"
"LAW024",2024,"8c","reference","LAW90/94/95"
"LAW024",2024,"9b","reference","LAW90/94/95"
"LAW024",2025,"1","reference","LAW90/94/95"
"LAW024",2025,"10","reference","LAW90/94/95"
"LAW024",2025,"2","reference","LAW90/94/95"
"LAW024",2025,"3","reference","LAW90/94/95"
"LAW024",2025,"4","reference","LAW90/94/95"
"LAW024",2025,"5","reference","LAW90/94/95"
"LAW024",2025,"6","reference","LAW90/94/95"
"LAW024",2025,"7","reference","LAW90/94/95"
"LAW024",2025,"8","reference","LAW90/94/95"
"LAW024",2025,"9","reference","LAW90/94/95"
"LAW028",2022,"12","reference","LAW90/94/95"
"LAW028",2022,"14","reference","LAW90/94/95"
"LAW028",2022,"18","reference","LAW90/94/95"
"LAW028",2022,"3","reference","LAW90/94/95"
"LAW028",2022,"4","reference","LAW90/94/95"
"LAW028",2022,"73","reference","LAW90/94/95"
"LAW028",2022,"8","reference","LAW90/94/95"
"LAW028",2024,"1","reference","LAW90/94/95"
"LAW028",2024,"10","reference","LAW90/94/95"
"LAW028",2024,"11","reference","LAW90/94/95"
"LAW028",2024,"12","reference","LAW90/94/95"
"LAW028",2024,"13","reference","LAW90/94/95"
"LAW028",2024,"14","reference","LAW90/94/95"
"LAW028",2024,"15","reference","LAW90/94/95"
"LAW028",2024,"16","reference","LAW90/94/95"
"LAW028",2024,"17","reference","LAW90/94/95"
"LAW028",2024,"18","reference","LAW90/94/95"
"LAW028",2024,"19","reference","LAW90/94/95"
"LAW028",2024,"2","reference","LAW90/94/95"
"LAW028",2024,"20","reference","LAW90/94/95"
"LAW028",2024,"3","reference","LAW90/94/95"
"LAW028",2024,"4","reference","LAW90/94/95"
"LAW028",2024,"5","reference","LAW90/94/95"
"LAW028",2024,"6","reference","LAW90/94/95"
"LAW028",2024,"7b","reference","LAW90/94/95"
"LAW028",2024,"8b","reference","LAW90/94/95"
"LAW028",2024,"9","reference","LAW90/94/95"
"LAW028",2025,"1","reference","LAW90/94/95"
"LAW028",2025,"10","reference","LAW90/94/95"
"LAW028",2025,"11","reference","LAW90/94/95"
"LAW028",2025,"12","reference","LAW90/94/95"
"LAW028",2025,"13","reference","LAW90/94/95"
"LAW028",2025,"14","reference","LAW90/94/95"
"LAW028",2025,"15","reference","LAW90/94/95"
"LAW028",2025,"16","reference","LAW90/94/95"
"LAW028",2025,"17","reference","LAW90/94/95"
"LAW028",2025,"18","reference","LAW90/94/95"
"LAW028",2025,"19","reference","LAW90/94/95"
"LAW028",2025,"2","reference","LAW90/94/95"
"LAW028",2025,"20","reference","LAW90/94/95"
"LAW028",2025,"3","reference","LAW90/94/95"
"LAW028",2025,"4","reference","LAW90/94/95"
"LAW028",2025,"5","reference","LAW90/94/95"
"LAW028",2025,"6","reference","LAW90/94/95"
"LAW028",2025,"7","reference","LAW90/94/95"
"LAW028",2025,"8","reference","LAW90/94/95"
"LAW028",2025,"9","reference","LAW90/94/95"
"LAW048",2022,"15","reference","LAW90/94/95"
"LAW048",2022,"23","reference","LAW90/94/95"
"LAW048",2022,"24","reference","LAW90/94/95"
"LAW048",2022,"48","reference","LAW90/94/95"
"LAW048",2022,"51","reference","LAW90/94/95"
"LAW048",2022,"61","reference","LAW90/94/95"
"LAW048",2022,"64","reference","LAW90/94/95"
"LAW048",2025,"1","reference","LAW90/94/95"
"LAW048",2025,"2","reference","LAW90/94/95"
"LAW048",2025,"3","reference","LAW90/94/95"
"LAW048",2025,"4","reference","LAW90/94/95"
"LAW048",2025,"5","reference","LAW90/94/95"
"LAW048",2025,"6","reference","LAW90/94/95"
"LAW048",2025,"7","reference","LAW90/94/95"
"LAW048",2025,"8","reference","LAW90/94/95"
"LAW049",2022,"1","reference","LAW90/94/95"
"LAW049",2022,"10","reference","LAW90/94/95"
"LAW049",2022,"13","reference","LAW90/94/95"
"LAW049",2022,"16","reference","LAW90/94/95"
"LAW049",2022,"17","reference","LAW90/94/95"
"LAW049",2022,"2","reference","LAW90/94/95"
"LAW049",2022,"21","reference","LAW90/94/95"
"LAW049",2022,"22","reference","LAW90/94/95"
"LAW049",2022,"26","reference","LAW90/94/95"
"LAW049",2022,"27","reference","LAW90/94/95"
"LAW049",2022,"28","reference","LAW90/94/95"
"LAW049",2022,"29","reference","LAW90/94/95"
"LAW049",2022,"3","reference","LAW90/94/95"
"LAW049",2022,"30","reference","LAW90/94/95"
"LAW049",2022,"31","reference","LAW90/94/95"
"LAW049",2022,"33","reference","LAW90/94/95"
"LAW049",2022,"34","reference","LAW90/94/95"
"LAW049",2022,"35","reference","LAW90/94/95"
"LAW049",2022,"36","reference","LAW90/94/95"
"LAW049",2022,"37","reference","LAW90/94/95"
"LAW049",2022,"39","reference","LAW90/94/95"
"LAW049",2022,"4","reference","LAW90/94/95"
"LAW049",2022,"47","reference","LAW90/94/95"
"LAW049",2022,"49","reference","LAW90/94/95"
"LAW049",2022,"53","reference","LAW90/94/95"
"LAW049",2022,"55","reference","LAW90/94/95"
"LAW049",2022,"56","reference","LAW90/94/95"
"LAW049",2022,"63","reference","LAW90/94/95"
"LAW049",2022,"66","reference","LAW90/94/95"
"LAW049",2022,"67","reference","LAW90/94/95"
"LAW049",2022,"7","reference","LAW90/94/95"
"LAW049",2022,"8","reference","LAW90/94/95"
"LAW049",2022,"9","reference","LAW90/94/95"
"LAW049",2025,"1","reference","LAW90/94/95"
"LAW049",2025,"10","reference","LAW90/94/95"
"LAW049",2025,"2","reference","LAW90/94/95"
"LAW049",2025,"3","reference","LAW90/94/95"
"LAW049",2025,"4","reference","LAW90/94/95"
"LAW049",2025,"5","reference","LAW90/94/95"
"LAW049",2025,"6","reference","LAW90/94/95"
"LAW049",2025,"7","reference","LAW90/94/95"
"LAW049",2025,"8","reference","LAW90/94/95"
"LAW049",2025,"9","reference","LAW90/94/95"
"LAW090",2022,"LAW090_61","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_62","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_63","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_64","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_65","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_66","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_67","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_68","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_69","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_70","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_71","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_72","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_73","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_74","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_75","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_76","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_77","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_78","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_79","revegetation","LAW90/94/95"
"LAW090",2022,"LAW090_80","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_61","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_62","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_63","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_64","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_65","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_66","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_67","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_68","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_69","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_70","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_71","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_72","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_73","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_74","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_75","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_76","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_77","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_78","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_79","revegetation","LAW90/94/95"
"LAW090",2024,"LAW090_80","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_1","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_10","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_2","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_3","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_4","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_5","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_6","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_61","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_62","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_63","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_64","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_65","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_66","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_67","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_68","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_69","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_7","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_70","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_71","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_72","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_73","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_74","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_75","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_76","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_77","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_78","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_79","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_8","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_80","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_9","revegetation","LAW90/94/95"
"LAW090",2025,"LAW090_999","revegetation","LAW90/94/95"
"LAW091",2022,"1","reference","LAW90/94/95"
"LAW091",2025,"1","reference","LAW90/94/95"
"LAW091",2025,"2","reference","LAW90/94/95"
"LAW091",2025,"3","reference","LAW90/94/95"
"LAW091",2025,"4","reference","LAW90/94/95"
"LAW091",2025,"5","reference","LAW90/94/95"
"LAW091",2025,"6","reference","LAW90/94/95"
"LAW091",2025,"7","reference","LAW90/94/95"
"LAW091",2025,"8","reference","LAW90/94/95"
"LAW093",2022,"10","reference","LAW90/94/95"
"LAW093",2022,"11","reference","LAW90/94/95"
"LAW093",2022,"12","reference","LAW90/94/95"
"LAW093",2022,"13","reference","LAW90/94/95"
"LAW093",2022,"14","reference","LAW90/94/95"
"LAW093",2022,"15","reference","LAW90/94/95"
"LAW093",2022,"2","reference","LAW90/94/95"
"LAW093",2022,"3","reference","LAW90/94/95"
"LAW093",2022,"4","reference","LAW90/94/95"
"LAW093",2022,"5","reference","LAW90/94/95"
"LAW093",2022,"6","reference","LAW90/94/95"
"LAW093",2022,"7","reference","LAW90/94/95"
"LAW093",2022,"8","reference","LAW90/94/95"
"LAW093",2022,"9","reference","LAW90/94/95"
"LAW093",2025,"1","reference","LAW90/94/95"
"LAW093",2025,"2","reference","LAW90/94/95"
"LAW093",2025,"3","reference","LAW90/94/95"
"LAW093",2025,"4","reference","LAW90/94/95"
"LAW093",2025,"5","reference","LAW90/94/95"
"LAW094",2022,"LAW094_41","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_42","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_43","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_44","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_45","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_46","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_47","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_48","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_49","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_50","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_51","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_52","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_53","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_54","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_55","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_56","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_57","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_58","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_59","revegetation","LAW90/94/95"
"LAW094",2022,"LAW094_60","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_41","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_42","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_43","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_44","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_45","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_46","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_47","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_48","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_49","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_50","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_51","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_52","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_53","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_54","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_55","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_56","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_57","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_58","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_59","revegetation","LAW90/94/95"
"LAW094",2024,"LAW094_60","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_40","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_42","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_43","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_44","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_45","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_46","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_47","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_48","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_49","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_50","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_51","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_52","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_53","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_54","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_55","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_56","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_57","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_58","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_59","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_60","revegetation","LAW90/94/95"
"LAW094",2025,"LAW094_999","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_21","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_22","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_23","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_24","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_25","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_26","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_27","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_28","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_29","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_30","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_31","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_32","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_33","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_34","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_35","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_36","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_37","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_38","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_39","revegetation","LAW90/94/95"
"LAW095",2022,"LAW095_40","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_21","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_22","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_23","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_24","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_25","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_26","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_27","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_28","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_29","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_30","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_31","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_32","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_33","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_34","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_35","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_36","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_37","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_38","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_39","revegetation","LAW90/94/95"
"LAW095",2024,"LAW095_40","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_21","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_22","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_23","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_24","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_25","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_26","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_27","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_28","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_29","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_30","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_31","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_32","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_33","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_34","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_35","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_36","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_37","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_38","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_39","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_40","revegetation","LAW90/94/95"
"LAW095",2025,"LAW095_999","revegetation","LAW90/94/95"
"LAW117",2022,"1","reference","LAW90/94/95"
"LAW117",2022,"10","reference","LAW90/94/95"
"LAW117",2022,"11","reference","LAW90/94/95"
"LAW117",2022,"12","reference","LAW90/94/95"
"LAW117",2022,"14","reference","LAW90/94/95"
"LAW117",2022,"15","reference","LAW90/94/95"
"LAW117",2022,"16","reference","LAW90/94/95"
"LAW117",2022,"17","reference","LAW90/94/95"
"LAW117",2022,"18","reference","LAW90/94/95"
"LAW117",2022,"19","reference","LAW90/94/95"
"LAW117",2022,"20","reference","LAW90/94/95"
"LAW117",2022,"21","reference","LAW90/94/95"
"LAW117",2022,"22","reference","LAW90/94/95"
"LAW117",2022,"23","reference","LAW90/94/95"
"LAW117",2022,"24","reference","LAW90/94/95"
"LAW117",2022,"25","reference","LAW90/94/95"
"LAW117",2022,"26","reference","LAW90/94/95"
"LAW117",2022,"27","reference","LAW90/94/95"
"LAW117",2022,"28","reference","LAW90/94/95"
"LAW117",2022,"29","reference","LAW90/94/95"
"LAW117",2022,"3","reference","LAW90/94/95"
"LAW117",2022,"30","reference","LAW90/94/95"
"LAW117",2022,"31","reference","LAW90/94/95"
"LAW117",2022,"32","reference","LAW90/94/95"
"LAW117",2022,"33","reference","LAW90/94/95"
"LAW117",2022,"34","reference","LAW90/94/95"
"LAW117",2022,"35","reference","LAW90/94/95"
"LAW117",2022,"36","reference","LAW90/94/95"
"LAW117",2022,"37","reference","LAW90/94/95"
"LAW117",2022,"38","reference","LAW90/94/95"
"LAW117",2022,"39","reference","LAW90/94/95"
"LAW117",2022,"4","reference","LAW90/94/95"
"LAW117",2022,"40","reference","LAW90/94/95"
"LAW117",2022,"41","reference","LAW90/94/95"
"LAW117",2022,"42","reference","LAW90/94/95"
"LAW117",2022,"43","reference","LAW90/94/95"
"LAW117",2022,"44","reference","LAW90/94/95"
"LAW117",2022,"45","reference","LAW90/94/95"
"LAW117",2022,"46","reference","LAW90/94/95"
"LAW117",2022,"47","reference","LAW90/94/95"
"LAW117",2022,"48","reference","LAW90/94/95"
"LAW117",2022,"49","reference","LAW90/94/95"
"LAW117",2022,"5","reference","LAW90/94/95"
"LAW117",2022,"50","reference","LAW90/94/95"
"LAW117",2022,"6","reference","LAW90/94/95"
"LAW117",2022,"7","reference","LAW90/94/95"
"LAW117",2022,"8","reference","LAW90/94/95"
"LAW117",2022,"9","reference","LAW90/94/95"
"LAW117",2025,"1","reference","LAW90/94/95"
"LAW117",2025,"10","reference","LAW90/94/95"
"LAW117",2025,"11","reference","LAW90/94/95"
"LAW117",2025,"12","reference","LAW90/94/95"
"LAW117",2025,"13","reference","LAW90/94/95"
"LAW117",2025,"14","reference","LAW90/94/95"
"LAW117",2025,"15","reference","LAW90/94/95"
"LAW117",2025,"16","reference","LAW90/94/95"
"LAW117",2025,"17","reference","LAW90/94/95"
"LAW117",2025,"18","reference","LAW90/94/95"
"LAW117",2025,"19","reference","LAW90/94/95"
"LAW117",2025,"2","reference","LAW90/94/95"
"LAW117",2025,"20","reference","LAW90/94/95"
"LAW117",2025,"21","reference","LAW90/94/95"
"LAW117",2025,"22","reference","LAW90/94/95"
"LAW117",2025,"23","reference","LAW90/94/95"
"LAW117",2025,"24","reference","LAW90/94/95"
"LAW117",2025,"25","reference","LAW90/94/95"
"LAW117",2025,"26","reference","LAW90/94/95"
"LAW117",2025,"27","reference","LAW90/94/95"
"LAW117",2025,"28","reference","LAW90/94/95"
"LAW117",2025,"29","reference","LAW90/94/95"
"LAW117",2025,"3","reference","LAW90/94/95"
"LAW117",2025,"30","reference","LAW90/94/95"
"LAW117",2025,"4","reference","LAW90/94/95"
"LAW117",2025,"5","reference","LAW90/94/95"
"LAW117",2025,"6","reference","LAW90/94/95"
"LAW117",2025,"7","reference","LAW90/94/95"
"LAW117",2025,"8","reference","LAW90/94/95"
"LAW117",2025,"9","reference","LAW90/94/95"
"LAW130",2024,"1","reference","LAW90/94/95"
"LAW130",2024,"10b","reference","LAW90/94/95"
"LAW130",2024,"2","reference","LAW90/94/95"
"LAW130",2024,"3","reference","LAW90/94/95"
"LAW130",2024,"4","reference","LAW90/94/95"
"LAW130",2024,"5","reference","LAW90/94/95"
"LAW130",2024,"6","reference","LAW90/94/95"
"LAW130",2024,"7","reference","LAW90/94/95"
"LAW130",2024,"8","reference","LAW90/94/95"
"LAW130",2024,"9","reference","LAW90/94/95"
"LAW130",2025,"1","reference","LAW90/94/95"
"LAW130",2025,"10","reference","LAW90/94/95"
"LAW130",2025,"2","reference","LAW90/94/95"
"LAW130",2025,"3","reference","LAW90/94/95"
"LAW130",2025,"4","reference","LAW90/94/95"
"LAW130",2025,"5","reference","LAW90/94/95"
"LAW130",2025,"6","reference","LAW90/94/95"
"LAW130",2025,"7","reference","LAW90/94/95"
"LAW130",2025,"8","reference","LAW90/94/95"
"LAW130",2025,"9","reference","LAW90/94/95"
"LAW134",2024,"1","reference","LAW90/94/95"
"LAW134",2024,"10","reference","LAW90/94/95"
"LAW134",2024,"11","reference","LAW90/94/95"
"LAW134",2024,"12","reference","LAW90/94/95"
"LAW134",2024,"13","reference","LAW90/94/95"
"LAW134",2024,"14","reference","LAW90/94/95"
"LAW134",2024,"15","reference","LAW90/94/95"
"LAW134",2024,"16","reference","LAW90/94/95"
"LAW134",2024,"17","reference","LAW90/94/95"
"LAW134",2024,"18","reference","LAW90/94/95"
"LAW134",2024,"19","reference","LAW90/94/95"
"LAW134",2024,"2","reference","LAW90/94/95"
"LAW134",2024,"20","reference","LAW90/94/95"
"LAW134",2024,"3","reference","LAW90/94/95"
"LAW134",2024,"4","reference","LAW90/94/95"
"LAW134",2024,"5","reference","LAW90/94/95"
"LAW134",2024,"6","reference","LAW90/94/95"
"LAW134",2024,"7c","reference","LAW90/94/95"
"LAW134",2024,"8","reference","LAW90/94/95"
"LAW134",2024,"9","reference","LAW90/94/95"
"LAW134",2025,"1","reference","LAW90/94/95"
"LAW134",2025,"10","reference","LAW90/94/95"
"LAW134",2025,"11","reference","LAW90/94/95"
"LAW134",2025,"12","reference","LAW90/94/95"
"LAW134",2025,"13","reference","LAW90/94/95"
"LAW134",2025,"14","reference","LAW90/94/95"
"LAW134",2025,"15","reference","LAW90/94/95"
"LAW134",2025,"16","reference","LAW90/94/95"
"LAW134",2025,"17","reference","LAW90/94/95"
"LAW134",2025,"18","reference","LAW90/94/95"
"LAW134",2025,"19","reference","LAW90/94/95"
"LAW134",2025,"2","reference","LAW90/94/95"
"LAW134",2025,"20","reference","LAW90/94/95"
"LAW134",2025,"3","reference","LAW90/94/95"
"LAW134",2025,"4","reference","LAW90/94/95"
"LAW134",2025,"5","reference","LAW90/94/95"
"LAW134",2025,"6","reference","LAW90/94/95"
"LAW134",2025,"7","reference","LAW90/94/95"
"LAW134",2025,"8","reference","LAW90/94/95"
"LAW134",2025,"9","reference","LAW90/94/95"
